Tile_Name,R_mean,R_std,R_min,R_max,G_mean,G_std,G_min,G_max,B_mean,B_std,B_min,B_max,Gray_mean,Gray_std,Gray_min,Gray_max,Edge_mean,Edge_std,Texture_contrast,Texture_energy,Texture_homogeneity,Texture_correlation,Area,Perimeter,Compactness,Hist_R,Hist_G,Hist_B,Saturation_mean,Brightness_mean,target
image_388,146.3781,43.0904,6.0,255.0,140.5248,43.1192,0.0,255.0,140.3226,40.2167,0.0,255.0,142.2519,42.5977,2.891,255.0,17.0924,17.9126,1814.5645,0.3391,0.0638,0.987,33586.0,183.2648,1.0,66.0,66.0,63.0,10.0,146.0,0
image_387,140.525,63.4602,0.0,255.0,139.0309,64.2711,0.0,255.0,139.4064,64.0724,0.0,255.0,139.5205,63.7697,0.0,255.0,14.6233,18.8343,4066.5754,0.3619,0.0455,0.9911,27966.0,167.2304,1.0,103.0,103.0,99.0,2.0,140.0,0
image_378,129.7825,39.0212,0.0,255.0,127.8963,39.1656,0.0,255.0,129.447,36.521,0.0,255.0,128.6371,38.6136,3.233,254.701,12.7087,15.2538,1491.0117,0.2774,0.0747,0.9879,51744.0,227.4731,1.0,53.0,53.0,50.0,4.0,129.0,0
image_408,117.3978,52.7062,0.0,255.0,115.5495,53.7383,0.0,255.0,119.4901,49.1641,0.0,255.0,116.5514,52.7673,0.0,255.0,15.1466,19.6551,2784.3875,0.2517,0.0532,0.9928,35458.0,188.3029,1.0,78.0,80.0,76.0,9.0,119.0,0
image_407,144.811,48.5008,3.0,255.0,141.25,49.47,0.0,255.0,140.9732,48.1543,0.0,255.0,142.2832,48.7376,2.093,255.0,16.7346,20.1619,2375.3496,0.3479,0.0567,0.9851,24918.0,157.8544,1.0,68.0,71.0,73.0,7.0,144.0,0
image_401,166.3722,56.9703,0.0,255.0,169.1713,56.7209,0.0,255.0,170.6301,53.7022,10.0,255.0,168.5007,56.3294,1.824,255.0,12.442,19.8262,3173.0009,0.4854,0.0525,0.9948,32817.0,181.1546,1.0,87.0,84.0,79.0,6.0,170.0,0
image_400,187.6856,64.653,0.0,255.0,198.8179,64.1636,0.0,255.0,204.8589,64.0051,11.0,255.0,196.178,64.1592,1.368,255.0,8.53,17.0695,4116.4018,0.6552,0.0481,0.9931,10213.0,101.0594,1.0,62.0,62.0,58.0,21.0,204.0,0
image_399,152.8995,42.0329,0.0,255.0,149.1384,42.2548,0.0,255.0,147.4221,41.4574,5.0,255.0,150.0673,41.9902,0.798,255.0,16.8759,20.7635,1763.1732,0.3734,0.0872,0.9924,13147.0,114.6604,1.0,48.0,48.0,47.0,8.0,152.0,0
image_397,156.372,48.6611,0.0,255.0,155.3991,47.5025,0.0,255.0,156.8541,44.2054,0.0,255.0,155.8559,47.2126,1.196,254.701,14.9084,19.2199,2229.0283,0.4078,0.0566,0.9825,7747.0,88.017,1.0,84.0,79.5,70.0,2.0,156.0,0
image_396,220.9049,3.6629,209.0,230.0,227.2676,3.5463,217.0,235.0,230.743,3.3725,221.0,239.0,225.7614,3.4343,215.95,233.961,1.8367,1.8393,11.7942,0.784,0.3777,0.8358,284.0,16.8523,1.0,4.0,5.0,4.0,11.0,230.0,0
image_395,219.4232,4.4083,204.0,230.0,225.0804,4.4271,209.0,235.0,228.9375,4.4962,212.0,239.0,223.8286,4.3761,207.847,233.961,2.0145,2.1138,19.1503,0.7708,0.3158,0.949,560.0,23.6643,1.0,7.0,7.0,6.0,10.0,228.0,0
image_429,117.6941,54.7544,0.0,255.0,121.1598,50.6007,0.0,255.0,123.3732,52.6435,0.0,255.0,120.3759,51.8219,0.299,255.0,18.4662,21.947,2685.5131,0.2641,0.061,0.9845,18757.0,136.9562,1.0,77.0,73.0,71.0,12.0,123.0,0
image_428,135.5751,38.3675,14.0,250.0,140.6782,39.5838,1.0,249.0,145.1752,40.5438,18.0,254.0,139.665,39.1896,6.825,249.869,12.0253,15.8961,1535.828,0.3236,0.0767,0.9875,10391.0,101.9363,1.0,49.0,51.0,53.0,18.0,145.0,0
image_424,190.4114,29.4232,86.0,237.0,194.1124,29.5616,93.0,242.0,197.0358,30.9055,84.0,246.0,193.3391,29.5055,91.591,240.961,12.5085,11.9295,870.5722,0.5882,0.0762,0.988,2766.0,52.5928,1.0,44.0,46.0,49.0,9.0,197.0,0
image_423,124.4641,47.3527,0.0,255.0,127.7434,47.3642,0.0,255.0,134.6513,44.9823,14.0,255.0,127.5504,46.9106,1.596,254.701,10.9478,14.6322,2200.6072,0.284,0.0712,0.99,14113.0,118.7981,1.0,61.0,58.0,54.0,19.0,134.0,0
image_422,152.8596,38.7817,0.0,255.0,143.6602,40.2425,0.0,255.0,141.5142,39.4318,0.0,255.0,146.1662,39.594,0.228,255.0,12.7194,17.4044,1567.6872,0.3527,0.1017,0.9902,20538.0,143.3109,1.0,36.0,35.0,35.0,18.0,152.0,0
image_421,147.8171,47.7236,30.0,255.0,140.7116,49.1647,29.0,255.0,141.5512,47.9279,38.0,255.0,142.9319,48.4885,30.895,255.0,14.5356,19.872,2351.1318,0.3503,0.0835,0.9938,15233.0,123.422,1.0,44.0,41.0,38.0,12.0,147.0,0
image_420,210.6403,34.0586,0.0,255.0,209.4957,31.9784,0.0,255.0,210.0728,29.3808,9.0,255.0,209.9037,32.2027,1.254,255.0,8.6707,12.0847,1037.013,0.6935,0.1135,0.9924,29545.0,171.8866,1.0,16.0,17.0,21.0,1.0,210.0,0
image_445,155.4188,45.7191,0.0,255.0,154.6915,48.419,0.0,255.0,156.9711,48.6876,0.0,255.0,155.1688,47.4077,2.052,254.772,17.5644,17.6826,2247.4938,0.4048,0.0591,0.9846,33087.0,181.8983,1.0,68.0,76.0,81.0,3.0,156.0,0
image_443,116.7063,48.2992,4.0,255.0,110.6552,50.5015,0.0,255.0,114.7308,48.5474,17.0,255.0,112.9291,49.4377,3.362,255.0,14.6101,19.9041,2444.0896,0.2337,0.0725,0.9884,17383.0,131.8446,1.0,51.0,53.0,50.0,13.0,116.0,0
image_440,126.7405,45.5776,0.0,255.0,122.9849,46.385,0.0,255.0,124.8548,44.0218,3.0,255.0,124.321,45.7004,1.553,255.0,16.6822,19.4055,2088.5269,0.2698,0.0659,0.9898,41062.0,202.6376,1.0,64.0,65.0,62.0,8.0,126.0,0
image_437,152.4212,46.0536,0.0,255.0,152.4932,47.6864,0.0,255.0,153.5972,47.3507,0.0,255.0,152.5975,46.9057,1.368,255.0,15.6188,18.6994,2200.1474,0.3919,0.0606,0.9838,40253.0,200.6315,1.0,70.0,74.0,74.0,2.0,153.0,0
image_436,158.1258,46.9043,0.0,255.0,159.5513,47.0008,0.0,255.0,162.5229,43.6844,3.0,255.0,159.4639,46.364,2.579,254.103,15.1242,17.9619,2149.6211,0.4241,0.0607,0.9847,30935.0,175.8835,1.0,69.0,70.0,69.0,6.0,162.0,0
image_433,146.4404,35.7061,0.0,255.0,144.1725,35.5197,0.0,255.0,141.64,35.7006,0.0,255.0,144.5619,35.3239,0.897,255.0,16.5565,17.4192,1247.7747,0.3406,0.0795,0.9825,16213.0,127.3303,1.0,47.0,50.0,52.0,9.0,146.0,0
image_458,131.06,37.3731,0.0,255.0,128.9501,36.4707,0.0,255.0,129.0971,34.2119,0.0,255.0,129.5978,36.2464,2.351,255.0,14.4963,17.1047,1313.8018,0.2785,0.0813,0.9865,37890.0,194.6535,1.0,49.0,46.0,44.0,6.0,131.0,0
image_453,50.5322,27.5713,0.0,143.0,55.9945,26.501,0.0,148.0,60.6306,26.5361,9.0,155.0,54.8898,26.6443,1.026,146.961,11.5494,13.0464,709.9165,0.0573,0.111,0.9879,1443.0,37.9868,1.0,36.0,35.0,34.0,43.0,60.0,0
image_451,206.8293,9.5272,158.0,241.0,206.47,9.9916,155.0,240.0,210.1793,10.6109,154.0,245.0,207.0003,9.8831,156.082,240.869,7.2989,6.9892,97.6754,0.6605,0.2212,0.9897,1400.0,37.4166,1.0,11.0,10.0,12.0,5.0,210.0,0
image_450,213.973,7.6812,171.0,233.0,214.4048,7.7516,169.0,234.0,219.0284,7.9372,174.0,239.0,214.8028,7.7092,170.168,234.271,6.0342,5.7043,59.4312,0.7105,0.254,0.9784,704.0,26.533,1.0,8.0,8.0,8.0,7.0,219.0,0
image_449,185.1856,38.6739,0.0,251.0,184.1676,35.426,1.0,249.0,184.89,31.7971,22.0,252.0,184.5543,35.8779,3.095,249.94,8.2064,11.1305,1287.2216,0.5436,0.0517,0.9931,31876.0,178.5385,1.0,66.0,59.0,51.0,1.0,185.0,0
image_483,151.6703,32.8957,62.0,218.0,151.6566,30.8919,68.0,215.0,151.9286,28.7734,33.0,215.0,151.6917,31.1583,68.058,215.327,20.4952,18.8075,970.8408,0.3688,0.0956,0.9945,364.0,19.0788,1.0,38.0,36.25,37.0,0.0,151.0,0
image_480,132.8746,50.7947,0.0,233.0,139.2103,51.0202,10.0,239.0,140.8945,53.3776,0.0,242.0,137.5079,51.0343,7.01,236.95,12.9768,13.7465,2604.5045,0.3308,0.0491,0.9894,20971.0,144.8137,1.0,85.0,87.0,93.0,15.0,140.0,0
image_476,166.1925,44.8434,66.0,255.0,161.5455,47.2113,52.0,255.0,160.2086,48.0493,49.0,255.0,162.7826,46.5081,55.844,255.0,13.7373,14.9815,2163.0005,0.4408,0.0633,0.9952,6768.0,82.2679,1.0,68.25,71.0,72.0,9.0,166.0,0
image_474,123.3271,27.0768,1.0,255.0,118.0515,27.9295,0.0,255.0,118.0875,28.4122,9.0,255.0,119.633,27.545,1.325,255.0,14.8942,14.1557,758.7276,0.2318,0.0969,0.9803,15565.0,124.7598,1.0,33.0,35.0,36.0,10.0,123.0,0
image_471,131.0675,31.2839,53.0,208.0,131.1683,30.3839,53.0,206.0,134.8965,28.0663,63.0,207.0,131.5632,30.3473,54.14,206.712,15.3309,13.5324,920.9615,0.2804,0.0857,0.9968,1111.0,33.3317,1.0,47.0,43.0,38.5,6.0,134.0,0
image_469,133.7176,50.02,1.0,255.0,126.5426,49.9035,0.0,255.0,126.9389,47.7703,5.0,255.0,128.7331,49.5954,1.325,255.0,21.4474,20.8918,2459.7029,0.2927,0.0661,0.9944,19044.0,138.0,1.0,62.0,62.0,58.0,13.0,133.0,0
image_465,111.4459,43.1825,1.0,255.0,108.8897,43.7296,0.0,255.0,114.1303,40.5709,0.0,255.0,110.2514,43.0525,1.097,255.0,16.4504,18.352,1853.5218,0.2154,0.0637,0.99,41067.0,202.6499,1.0,64.0,65.0,60.0,13.0,114.0,0
image_500,156.4878,53.4279,49.0,255.0,151.1973,57.1961,47.0,255.0,151.9431,57.8626,55.0,255.0,152.8642,56.0105,50.005,255.0,10.3703,16.475,3137.1756,0.4076,0.0438,0.9927,11229.0,105.967,1.0,85.0,96.0,104.0,8.0,156.0,0
image_489,191.5045,37.955,0.0,255.0,189.9342,38.1872,21.0,255.0,186.4537,39.904,30.0,255.0,190.0069,37.968,18.597,253.804,12.3445,15.0439,1441.5692,0.5774,0.0734,0.9676,13249.0,115.1043,1.0,48.0,48.0,45.0,7.0,191.0,0
image_487,126.2901,52.2378,0.0,255.0,126.2768,53.8365,0.0,255.0,130.4079,50.6665,12.0,255.0,126.7517,52.8071,1.368,255.0,14.153,18.2749,2788.5856,0.29,0.0533,0.9908,29284.0,171.1257,1.0,71.0,80.0,85.0,8.0,130.0,0
image_485,109.3643,44.9766,0.0,255.0,108.4182,43.7401,0.0,255.0,114.4081,39.6869,4.0,255.0,109.3839,43.51,0.456,255.0,15.8048,18.8259,1893.1229,0.2131,0.0679,0.9932,29337.0,171.2805,1.0,65.0,63.0,57.0,13.0,114.0,0
image_484,154.4185,60.5778,6.0,255.0,155.9198,60.6773,15.0,255.0,158.6642,58.295,11.0,255.0,155.7838,60.3065,13.124,255.0,9.1228,14.9793,3636.8798,0.4291,0.0299,0.9971,19287.0,138.8776,1.0,118.0,119.0,113.0,6.0,158.0,0
image_515,121.3795,35.9626,1.0,255.0,119.923,36.2462,0.0,255.0,122.3388,34.7249,7.0,255.0,120.6339,35.83,1.994,255.0,13.8613,20.2783,1283.7888,0.2435,0.0995,0.9884,7196.0,84.8292,1.0,38.0,39.0,41.0,6.0,122.0,0
image_514,141.8179,47.707,0.0,255.0,139.9146,47.8246,0.0,255.0,140.8249,45.6944,4.0,255.0,140.5874,47.4239,0.57,255.0,19.2846,22.9953,2249.0248,0.3385,0.0647,0.9945,16487.0,128.4017,1.0,68.0,66.0,62.0,4.0,141.0,0
image_513,131.2363,48.4334,0.0,255.0,131.9431,47.7916,0.0,255.0,136.4067,43.9416,11.0,255.0,132.2406,47.419,1.254,254.772,18.5413,18.901,2248.565,0.3035,0.0636,0.992,18424.0,135.735,1.0,69.0,66.0,58.0,9.0,136.0,0
image_508,131.594,42.2877,13.0,255.0,132.9446,42.6022,11.0,255.0,135.1038,41.4343,24.0,255.0,132.7869,42.2078,13.792,255.0,14.9966,16.9639,1781.5002,0.2986,0.0712,0.9916,39161.0,197.8914,1.0,57.0,57.0,55.0,8.0,135.0,0
image_507,98.8433,34.7733,0.0,255.0,102.7341,34.2104,0.0,255.0,104.3753,35.5674,0.0,255.0,101.7578,34.18,2.348,254.43,15.8224,15.536,1168.2743,0.1772,0.0921,0.9766,23808.0,154.2984,1.0,41.0,43.0,44.0,15.0,104.0,0
image_506,64.4958,27.4261,0.0,183.0,67.8674,28.9536,0.0,198.0,67.3186,30.2012,0.0,204.0,66.7967,28.3443,0.456,191.121,12.7264,12.7632,803.3972,0.081,0.1087,0.9674,7511.0,86.666,1.0,35.0,32.0,31.0,11.0,67.0,0
image_540,118.4741,37.7939,15.0,255.0,115.1278,37.6971,8.0,255.0,117.1688,35.9361,12.0,255.0,116.361,37.3621,10.891,254.772,14.4425,16.3922,1395.9284,0.2297,0.0817,0.9884,17166.0,131.0191,1.0,50.0,49.0,47.0,6.0,118.0,0
image_533,137.1722,31.1763,35.0,255.0,136.6866,29.7837,25.0,255.0,137.9272,26.6492,36.0,255.0,136.9732,29.68,29.244,255.0,10.318,13.6348,880.9006,0.3021,0.1076,0.9849,15091.0,122.8454,1.0,39.0,34.0,29.0,2.0,137.0,0
image_532,158.4458,46.0658,31.0,255.0,158.9849,47.2721,36.0,255.0,158.4033,48.4001,36.0,255.0,158.7574,46.9309,38.194,255.0,13.8223,16.2478,2202.5125,0.4215,0.0631,0.9929,13810.0,117.516,1.0,65.0,67.0,67.0,0.0,158.0,0
image_527,99.9022,28.8774,0.0,223.0,99.1493,27.2765,0.0,214.0,89.4239,27.0439,0.0,209.0,98.2657,27.1614,0.587,216.121,9.1551,9.9942,737.7443,0.1598,0.1011,0.9433,12981.0,113.9342,1.0,35.0,36.0,32.0,26.0,99.0,0
image_560,115.9374,45.1102,6.0,255.0,116.914,46.8623,4.0,255.0,122.9804,44.4372,19.0,255.0,117.3136,45.7969,8.102,254.43,15.3047,19.7238,2097.3553,0.2439,0.0539,0.981,10773.0,103.7931,1.0,78.0,82.0,72.0,15.0,122.0,0
image_555,169.151,26.9345,86.0,248.0,169.3433,28.2289,81.0,248.0,168.1993,28.6634,87.0,247.0,169.1554,27.8493,83.179,247.772,11.4007,10.3108,775.5859,0.452,0.0941,0.9953,9575.0,97.8519,1.0,38.0,41.0,42.0,2.0,169.0,0
image_546,146.9936,32.47,43.0,255.0,144.7702,31.8703,50.0,255.0,145.2174,30.5112,56.0,255.0,145.486,31.8383,48.591,254.413,19.4225,18.6323,1013.6773,0.3411,0.1013,0.9955,2663.0,51.6043,1.0,36.0,36.0,36.0,3.0,146.0,0
image_545,121.6713,35.608,4.0,255.0,122.3943,31.3175,20.0,241.0,127.0314,27.4521,20.0,238.0,122.7068,31.8774,15.814,244.16,15.296,14.7531,1016.1689,0.2472,0.0821,0.979,9626.0,98.1122,1.0,52.0,42.0,34.0,12.0,127.0,0
image_543,135.5563,46.5782,8.0,255.0,130.1556,44.1374,10.0,255.0,130.6546,41.351,0.0,255.0,131.8273,44.2087,9.06,255.0,15.8052,17.3026,1954.4098,0.2973,0.0626,0.9734,44620.0,211.2345,1.0,71.0,63.0,56.0,9.0,135.0,0
image_576,154.0361,50.3509,0.0,252.0,155.854,50.8492,5.0,255.0,154.18,50.2747,0.0,255.0,155.1196,50.4745,2.935,254.103,13.5204,16.75,2547.6761,0.4092,0.0537,0.9916,20761.0,144.0868,1.0,80.0,82.0,83.0,2.0,155.0,0
image_575,119.3125,49.8475,57.0,228.0,114.0625,50.6526,48.0,221.0,108.1875,49.2122,45.0,213.0,114.9625,50.2222,50.762,222.181,42.6764,34.2624,2522.2649,0.242,0.0541,0.998,32.0,5.6569,1.0,81.75,88.0,82.25,24.0,119.0,0
image_572,162.3898,51.2641,14.0,251.0,161.4281,49.8506,3.0,255.0,151.3085,50.5704,7.0,255.0,160.562,50.1225,6.745,253.804,10.5947,16.1321,2512.2618,0.4351,0.0414,0.9863,3702.0,60.8441,1.0,84.0,81.0,85.0,17.0,162.0,0
image_571,123.6914,29.0877,21.0,217.0,118.7852,30.0961,22.0,216.0,110.1859,31.3807,25.0,214.0,119.2718,29.7943,22.271,216.071,12.1968,11.9465,887.6987,0.2324,0.087,0.987,6186.0,78.6511,1.0,41.0,43.0,48.0,27.0,123.0,0
image_565,183.9819,32.7055,72.0,253.0,184.5954,30.7601,67.0,249.0,184.228,27.971,65.0,248.0,184.3701,30.9292,68.794,250.082,8.0541,12.7938,956.6152,0.5375,0.0833,0.9919,8062.0,89.7886,1.0,40.75,36.0,30.0,1.0,184.0,0
image_563,186.5682,41.226,16.0,255.0,185.1677,42.9465,13.0,255.0,183.2214,43.1834,20.0,255.0,185.3646,42.2272,14.695,255.0,14.1679,17.3174,1783.1395,0.5558,0.0701,0.9841,17433.0,132.0341,1.0,55.0,57.0,56.0,4.0,186.0,0
image_562,150.9292,47.5605,16.0,255.0,147.9021,45.8588,8.0,255.0,147.6389,41.1912,13.0,255.0,148.7772,45.7276,13.055,255.0,18.1897,18.1938,2091.0152,0.3726,0.0645,0.9941,14022.0,118.4145,1.0,71.0,68.0,61.0,5.0,150.0,0
image_599,143.99,42.6303,0.0,255.0,140.8977,41.9617,0.0,255.0,140.005,37.6375,2.0,255.0,141.7205,41.4466,1.824,255.0,14.1002,18.3729,1717.8224,0.3353,0.077,0.9839,14410.0,120.0417,1.0,54.0,53.0,49.0,5.0,143.0,0
image_595,132.6858,41.0666,0.0,255.0,129.0594,41.5731,0.0,243.0,131.2549,37.902,0.0,244.0,130.394,40.6262,0.228,246.702,10.1017,13.4339,1650.4902,0.2869,0.067,0.9615,26294.0,162.1542,1.0,63.0,63.0,58.0,6.0,132.0,0
image_594,133.8822,33.1696,7.0,245.0,134.5274,32.7658,19.0,243.0,136.9868,29.759,31.0,248.0,134.6149,32.4408,16.78,244.168,8.1068,11.2664,1052.405,0.2949,0.0829,0.992,15570.0,124.7798,1.0,46.0,47.0,44.0,6.0,136.0,0
image_586,139.698,38.505,29.0,238.0,136.4735,37.0581,28.0,233.0,136.6523,34.0277,33.0,235.0,137.458,37.1044,28.869,234.039,19.817,18.0717,1376.7401,0.3117,0.0831,0.9977,6049.0,77.7753,1.0,46.0,46.0,43.0,6.0,139.0,0
image_583,127.2764,43.715,0.0,240.0,124.0193,39.4204,4.0,237.0,106.7441,46.9894,0.0,236.0,123.0238,40.9236,2.69,236.871,13.5779,12.5379,1674.7379,0.2585,0.0808,0.9518,16599.0,128.8371,1.0,52.0,49.0,63.0,42.0,127.0,0
image_582,153.6703,38.331,14.0,255.0,151.4912,37.966,6.0,255.0,151.1952,36.7816,0.0,255.0,152.109,37.6747,9.973,255.0,13.6831,14.7053,1419.3862,0.3776,0.0798,0.9807,39081.0,197.6891,1.0,52.0,53.0,53.0,3.0,153.0,0
image_581,113.756,46.4437,1.0,255.0,110.5146,45.1691,0.0,255.0,111.3307,41.5882,2.0,255.0,111.5768,44.6724,0.755,253.37,13.2178,15.6323,1995.6236,0.2221,0.0588,0.9801,21362.0,146.1574,1.0,70.0,64.0,53.0,7.0,113.0,0
image_638,160.5698,23.6036,121.0,255.0,153.7209,24.1698,113.0,248.0,139.9884,24.2902,101.0,238.0,154.2032,23.9818,114.138,248.953,17.5596,16.0679,575.127,0.3745,0.0972,0.9963,86.0,9.2736,1.0,32.5,34.5,31.0,33.0,160.0,0
image_602,168.9804,49.3095,29.0,255.0,170.2496,49.1688,25.0,255.0,172.4265,46.7525,39.0,255.0,170.1183,48.8015,27.792,255.0,13.6979,16.6872,2381.5905,0.4817,0.0574,0.9928,32009.0,178.9106,1.0,78.0,79.0,77.0,6.0,172.0,0
image_601,155.0524,45.0743,0.0,255.0,152.1032,44.9065,0.0,255.0,152.9306,43.3426,0.0,255.0,153.0794,44.5624,0.886,255.0,17.3426,19.2351,1985.8119,0.3909,0.0679,0.9871,32196.0,179.4324,1.0,64.0,62.0,60.0,5.0,155.0,0
image_691,155.3211,64.7672,34.0,255.0,147.9839,64.8476,30.0,246.0,130.8329,66.231,12.0,226.0,148.2225,64.913,30.811,246.183,15.8668,19.6685,4213.6993,0.4027,0.0248,0.9982,2980.0,54.5894,1.0,128.0,130.0,134.0,41.0,155.0,0
image_735,189.6657,36.7838,32.0,255.0,186.0979,38.2936,30.0,255.0,176.8918,38.617,15.0,255.0,186.1152,37.617,28.888,254.43,17.348,20.8659,1415.0382,0.5545,0.0663,0.9866,4493.0,67.0298,1.0,54.0,61.0,59.0,18.0,189.0,0
image_844,146.6521,43.5518,17.0,253.0,136.4753,41.8027,24.0,240.0,119.7128,41.5063,16.0,238.0,137.6073,41.9654,22.69,241.764,20.8366,22.2462,1761.0955,0.3183,0.0709,0.9774,2636.0,51.342,1.0,63.0,59.0,54.0,47.0,146.0,0
image_835,149.5842,37.6315,25.0,241.0,146.2723,36.5977,35.0,242.0,134.5849,38.8251,23.0,244.0,145.9302,36.34,34.828,241.929,17.8861,17.5749,1320.5928,0.3478,0.0702,0.9263,3081.0,55.5068,1.0,60.0,60.0,62.0,26.0,149.0,0
image_830,144.662,33.8275,27.0,255.0,133.3076,32.2752,21.0,255.0,114.0248,30.273,5.0,238.0,134.5043,32.4337,20.97,251.466,19.5162,21.2334,1051.9439,0.2944,0.0945,0.9942,4148.0,64.405,1.0,40.0,37.0,34.0,53.0,144.0,0
image_935,168.8333,27.9017,96.0,254.0,167.1471,29.0594,92.0,255.0,174.8902,28.0097,89.0,255.0,168.534,28.5253,92.854,254.701,9.3219,8.7315,813.6938,0.4493,0.0912,0.9965,510.0,22.5832,1.0,39.75,42.0,34.0,10.0,174.0,0
image_933,165.7878,41.1743,77.0,255.0,150.5122,41.2824,62.0,241.0,140.8633,37.4736,65.0,222.0,153.9796,40.7773,66.827,243.02,14.0026,14.9876,1662.7849,0.3902,0.0703,0.998,490.0,22.1359,1.0,60.0,61.5,57.0,39.0,165.0,0
image_932,130.2702,63.9412,0.0,255.0,128.9654,51.8878,0.0,243.0,115.9706,59.409,0.0,231.0,127.8741,55.8192,0.0,244.992,12.6383,14.9233,3115.7801,0.2994,0.046,0.9769,10526.0,102.5963,1.0,108.0,82.0,103.0,29.0,130.0,0
image_930,185.9115,54.8474,60.0,255.0,181.3768,58.6338,52.0,255.0,188.6372,52.6651,63.0,255.0,183.5604,56.7985,55.646,255.0,10.6028,19.5925,3226.0729,0.5678,0.0396,0.9988,6433.0,80.206,1.0,117.0,125.0,113.0,9.0,188.0,0
image_929,192.2264,46.5006,93.0,255.0,187.098,51.3828,81.0,255.0,189.3547,48.3383,89.0,255.0,188.8886,49.5281,86.902,255.0,13.4795,15.0778,2453.0336,0.5864,0.0422,0.9959,592.0,24.3311,1.0,86.0,95.0,86.25,7.0,192.0,0
image_928,93.7573,50.2852,18.0,251.0,105.1456,39.0685,49.0,251.0,93.801,50.9656,17.0,253.0,100.4472,43.6305,36.083,251.228,14.398,15.2934,1903.6193,0.1844,0.0519,0.987,206.0,14.3527,1.0,99.75,73.0,97.75,29.0,105.0,0
image_925,181.3408,45.5235,78.0,255.0,165.7621,47.7888,74.0,254.0,161.3537,42.7591,72.0,246.0,169.9176,46.3778,75.082,253.159,23.0155,23.2588,2150.9023,0.4771,0.0485,0.9907,311.0,17.6352,1.0,80.0,87.0,75.0,28.0,181.0,0
image_924,191.7351,54.5396,21.0,255.0,186.7175,57.989,35.0,255.0,194.0541,52.3954,60.0,255.0,189.0542,56.2114,39.986,255.0,11.8525,20.0174,3159.7228,0.5982,0.0329,0.994,11779.0,108.5311,1.0,112.0,120.0,108.0,11.0,194.0,0
image_923,167.2047,53.9353,67.0,255.0,154.0053,60.1729,53.0,255.0,160.8252,55.8686,65.0,255.0,158.7294,57.7333,58.896,255.0,14.8422,20.1017,3333.1294,0.4387,0.0422,0.9937,938.0,30.6268,1.0,89.75,92.0,91.75,20.0,167.0,0
image_920,178.6521,39.8384,22.0,255.0,175.1425,41.1069,11.0,255.0,177.8413,35.132,27.0,255.0,176.4995,39.9256,16.113,255.0,9.0552,12.6254,1594.0566,0.5036,0.0764,0.9936,11554.0,107.4895,1.0,56.0,56.0,45.0,4.0,178.0,0
image_918,139.9817,36.3951,79.0,221.0,131.5963,35.8519,70.0,214.0,118.3807,36.7883,55.0,196.0,132.597,36.0904,70.981,214.041,15.7497,21.2676,1302.518,0.2904,0.0517,0.9979,218.0,14.7648,1.0,64.0,62.0,64.0,39.0,139.0,0
image_960,156.3155,43.2985,12.0,255.0,151.2462,44.8434,0.0,255.0,161.0161,38.7567,12.0,255.0,153.8757,43.4473,4.956,255.0,12.9434,17.0735,1887.6668,0.3932,0.0652,0.9856,15913.0,126.1467,1.0,60.0,66.0,55.0,16.0,161.0,0
image_959,144.7678,40.6211,45.0,255.0,140.6109,42.0957,33.0,255.0,150.4482,35.8971,56.0,255.0,142.9753,40.8568,39.808,255.0,11.132,14.2288,1669.2811,0.34,0.0816,0.995,11803.0,108.6416,1.0,47.0,49.0,42.0,17.0,150.0,0
image_958,198.122,32.4363,105.0,255.0,194.5014,34.4639,93.0,255.0,195.8399,32.1589,101.0,255.0,195.7366,33.5499,98.896,255.0,11.8458,14.35,1125.5953,0.6065,0.0878,0.9955,5048.0,71.0493,1.0,43.0,45.0,42.0,5.0,198.0,0
image_954,201.9309,32.8994,106.0,255.0,188.9751,35.3264,88.0,247.0,179.6851,34.8387,84.0,238.0,191.7899,34.4824,92.926,248.366,14.6603,13.6769,1189.0377,0.584,0.0711,0.9942,362.0,19.0263,1.0,40.0,42.75,42.0,28.0,201.0,0
image_953,153.5983,40.5781,11.0,255.0,137.7197,41.8196,0.0,255.0,143.4034,41.033,13.0,255.0,143.1153,40.1894,8.113,255.0,11.6027,18.5957,1615.1857,0.3398,0.1105,0.8795,6071.0,77.9166,1.0,44.0,48.0,51.0,27.0,153.0,0
image_952,179.974,41.2829,50.0,255.0,172.2086,49.3457,35.0,255.0,176.4827,46.8101,41.0,255.0,175.0177,46.1418,43.104,255.0,14.4674,17.713,2129.0644,0.5038,0.0558,0.9518,10759.0,103.7256,1.0,68.0,84.0,79.0,10.0,179.0,0
image_945,158.4082,38.7664,20.0,255.0,151.6521,42.0047,12.0,255.0,160.6012,38.7857,24.0,255.0,154.6924,40.3789,18.775,255.0,12.135,13.5477,1630.4578,0.3931,0.077,0.9731,20764.0,144.0972,1.0,46.0,53.0,48.0,14.0,160.0,0
image_944,160.8479,63.1111,40.0,255.0,157.9603,65.2794,34.0,255.0,167.8812,59.2202,48.0,255.0,159.9547,63.9086,37.39,255.0,9.6302,14.2624,4084.3058,0.4563,0.035,0.9983,3603.0,60.025,1.0,142.0,147.0,133.0,15.0,167.0,0
